Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
56791389,"Dungeon Crawler Carl (Dungeon Crawler Carl, #1)",Matt Dinniman,"Dinniman, Matt",,"=""""","=""""",0,4.48,Dandy House,Kindle Edition,464,2020,2020,,2025/12/31,to-read,to-read (#93),to-read,,,,0,0
29588376,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,"Lynch, Scott",,"=""""","=""""",0,4.30,Spectra,Kindle Edition,752,2016,2006,,2025/12/31,to-read,to-read (#92),to-read,,,,0,0
5015,Saturday,Ian McEwan,"McEwan, Ian",,"=""1400076196""","=""9781400076192""",0,3.64,Anchor,Paperback,289,2006,2005,,2025/12/25,to-read,to-read (#91),to-read,,,,0,0
8034188,Where Good Ideas Come From: The Natural History of Innovation,Steven Johnson,"Johnson, Steven",,"=""1594487715""","=""9781594487712""",3,3.99,Riverhead Books,Hardcover,326,2010,2010,2021/08/08,2021/08/08,,,read,,,,1,0
7743175,"A Memory of Light (The Wheel of Time, #14)",Robert Jordan,"Jordan, Robert",Brandon Sanderson,"=""0765325950""","=""9780765325952""",5,4.58,Tor Books,Hardcover,912,2013,2013,2025/12/20,2025/12/19,,,read,,,,1,0
2190742,The Reluctant Dragon,Kenneth Grahame,"Grahame, Kenneth",Ernest H. Shepard,"=""082340093X""","=""9780823400935""",0,3.95,Holiday House,Hardcover,58,1938,1898,,2025/12/06,to-read,to-read (#90),to-read,,,,0,0
75665931,The Maniac,Benjamín Labatut,"Labatut, Benjamín",,"=""0593654471""","=""9780593654477""",0,4.33,Penguin Press,Hardcover,368,2023,2023,,2025/12/05,to-read,to-read (#89),to-read,,,,0,0
41795733,Range: Why Generalists Triumph in a Specialized World,David   Epstein,"Epstein, David",,"=""0735214484""","=""9780735214484""",4,4.13,Riverhead Books,Hardcover,339,2019,2019,2024/10/20,2025/11/26,,,read,,,,1,0
174713,The Lessons of History,Will Durant,"Durant, Will",Ariel Durant,"=""1567310249""","=""9781567310245""",3,4.05,Fine Communications,Hardcover,119,1997,1968,2025/11/19,2025/11/19,,,read,,,,1,0
13543121,Between Two Fires,Christopher Buehlman,"Buehlman, Christopher",,"=""1937007863""","=""9781937007867""",0,4.21,Ace,Hardcover,432,2012,2012,,2025/11/14,to-read,to-read (#88),to-read,,,,0,0
67354032,A Brief History of Intelligence: Why the Evolution of the Brain Holds the Key to the Future of AI,Max Solomon Bennett,"Bennett, Max Solomon",,="="0008560099"",="="9780008560096"",4,4.46,William Collins,Hardcover,432,2023,2023,2025/11/08,2023/12/26,,,read,,,,1,0
8253920,"Towers of Midnight (The Wheel of Time, #13)",Robert Jordan,"Jordan, Robert",Brandon Sanderson,"=""0765325942""","=""9780765325945""",5,4.48,Tom Doherty Associates TOR Fantasy,Hardcover,863,2010,2010,2025/10/29,2025/10/29,,,read,,,,1,0
50419441,Mathematics for Machine Learning: 1st Edition,Marc Peter Deisenroth,"Deisenroth, Marc Peter","A. Aldo Faisal, Cheng Soon Ong","=""1108679935""","=""9781108679930""",0,4.32,Cambridge University Press,Kindle Edition,626,2020,,,2025/10/26,to-read,to-read (#87),to-read,,,,0,0
27833670,Dark Matter,Blake Crouch,"Crouch, Blake",,"=""1101904224""","=""9781101904220""",0,4.13,Ballantine Books,Hardcover,342,2016,2016,,2025/09/03,to-read,to-read (#86),to-read,,,,1,0
41580260,The Fifth Science,Exurb1a,"Exurb1a, Exurb1a",,"=""""","=""""",0,4.39,,Kindle Edition,247,2018,2018,,2025/10/11,to-read,to-read (#85),to-read,,,,0,0
240952237,Sublimia Syndrome,Exurb1a,"Exurb1a, Exurb1a",,"=""""","=""9798262653379""",0,4.60,Independently published,Paperback,296,2025,,,2025/10/11,to-read,to-read (#84),to-read,,,,0,0
43582733,Stillness Is the Key,Ryan Holiday,"Holiday, Ryan",,"=""0525538585""","=""9780525538585""",3,4.22,Portfolio,Hardcover,288,2019,2019,2025/09/25,2025/07/09,,,read,,,,1,0
27036528,Ego Is the Enemy,Ryan Holiday,"Holiday, Ryan",,"=""1591847818""","=""9781591847816""",2,4.13,Portfolio,Hardcover,226,2016,2016,2025/08/18,2025/07/09,,,read,,,,1,0
50202953,Piranesi,Susanna Clarke,"Clarke, Susanna",,"=""163557563X""","=""9781635575637""",5,4.21,Bloomsbury,Hardcover,245,2020,2020,2025/08/02,2025/05/15,,,read,,,,1,0
35068705,"The Poppy War (The Poppy War, #1)",R.F. Kuang,"Kuang, R.F.",,"=""0062662597""","=""9780062662590""",0,4.16,Harper Voyager,Kindle Edition,545,2018,2018,,2025/08/08,to-read,to-read (#83),to-read,,,,0,0
31138556,Homo Deus: A History of Tomorrow,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",4,4.18,Harper,ebook,450,2017,2015,2019/08/25,2019/08/25,,,read,,,,1,0
97411,Letters from a Stoic,Seneca,"Seneca, Seneca",,"=""0140442103""","=""9780140442106""",4,4.32,Penguin Books,Paperback,254,2004,64,2019/08/02,2023/02/06,,,read,,,,1,0
1099260,"Panteón (Memorias de Idhún, #3)",Laura Gallego García,"García, Laura Gallego",,"=""8467511486""","=""9788467511482""",4,4.11,SM,Hardcover,942,2006,2006,2018/12/01,2018/12/09,,,read,,,,1,0
28257707,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"Manson, Mark",,"=""""","=""9798804636129""",2,3.86,Harper,Paperback,212,2016,2016,2018/12/04,2018/12/26,,,read,,,,1,0
38820046,21 Lessons for the 21st Century,Yuval Noah Harari,"Harari, Yuval Noah",,"=""0525512179""","=""9780525512172""",3,4.15,Random House,Hardcover,372,2018,2018,2019/05/05,2019/05/05,,,read,,,,1,0
43962700,¿Cuánto sabes de economía? (Spanish Edition),Iñaki Jiménez Largo,"Largo, Iñaki Jiménez",,"=""8417622381""","=""9788417622381""",4,4.25,Plataforma Editorial,Kindle Edition,164,2019,,2019/05/12,2019/05/12,,,read,,,,1,0
7194,The Club Dumas,Arturo Pérez-Reverte,"Pérez-Reverte, Arturo",Sonia Soto,"=""015603283X""","=""9780156032834""",3,3.81,HarperVia,Paperback,362,2006,1993,2019/09/14,2019/09/05,,,read,,,,1,0
46202074,"Loba negra (Antonia Scott, #2)",Juan Gómez-Jurado,"Gómez-Jurado, Juan",Fran Ferriz,"=""""","=""""",4,4.09,,Unknown Binding,552,2019,2019,2019/11/13,2019/11/13,,,read,,,,1,0
44285257,Come comida real,Carlos  Ríos,"Ríos, Carlos",,"=""""","=""""",3,4.00,Ediciones Paidós,Kindle Edition,247,2019,2019,2019/12/06,2019/12/06,,,read,,,,1,0
1049219,La caza del carnero salvaje,Haruki Murakami,"Murakami, Haruki","Fernando Rodríguez-Izquierdo, Gavala","=""8433911651""","=""9788433911650""",4,3.94,Editorial Anagrama ,Paperback,336,1992,1982,2019/12/20,2019/12/20,,,read,,,,1,0
32829,Journey to the Center of the Earth,Jules Verne,"Verne, Jules","Lowell Bair, Kim Stanley Robinson","=""0553213970""","=""9780553213973""",3,3.85,Bantam,Mass Market Paperback,240,1991,1864,2019/12/26,2019/12/31,,,read,,,,1,0
3243143,Conscience and Corporate Culture (Foundations of Business Ethics),Kenneth E. Goodpaster,"Goodpaster, Kenneth E.",,"=""1405130407""","=""9781405130400""",3,3.44,Wiley-Blackwell,Paperback,336,2006,2006,2020/05/14,2020/05/14,,,read,,,,1,0
32191710,Astrophysics for People in a Hurry,Neil deGrasse Tyson,"Tyson, Neil deGrasse",,"=""0393609391""","=""9780393609394""",3,4.08,W. W. Norton & Company,Hardcover,223,2017,2017,2020/07/03,2019/09/04,,,read,,,,1,0
51611,De ratones y hombres,John Steinbeck,"Steinbeck, John","Juan José Coy, Consuelo Montes Granado","=""843163412X""","=""9788431634124""",3,3.90,Editorial Vicens Vives,Paperback,110,2014,1937,2020/08/04,2020/08/04,,,read,,,,1,0
4556058,"The Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan,"Riordan, Rick",,"=""1423101472""","=""9781423101475""",4,4.55,Disney-Hyperion Books,Hardcover,381,2009,2009,2020/08/27,2020/08/27,,,read,,,,1,0
54334693,"Rey blanco (Antonia Scott, #3)",Juan Gómez-Jurado,"Gómez-Jurado, Juan",Fran Ferriz,"=""8466668543""","=""9788466668545""",4,4.24,Ediciones B,Hardcover,528,2020,2020,2020/12/06,2020/12/06,,,read,,,,1,0
43722897,The Art of Statistics: How to Learn from Data,David Spiegelhalter,"Spiegelhalter, David",,"=""1541618513""","=""9781541618510""",4,4.15,Basic Books,Hardcover,448,2019,2019,2021/01/02,2021/01/02,,,read,,,,1,0
75509311,La perplexitat,Jordi Graupera,"Graupera, Jordi",,"=""8497103491""","=""9788497103503""",4,4.13,Destino,Kindle Edition,398,2023,2023,2023/05/03,2023/05/04,,,read,,,,1,0
20613671,Economics: The User's Guide,Ha-Joon Chang,"Chang, Ha-Joon",,"=""1620408120""","=""9781620408124""",4,4.16,Bloomsbury Publishing,Hardcover,384,2014,2014,2025/07/27,2025/07/27,,,read,,,,1,0
18668059,The Obstacle Is the Way: The Timeless Art of Turning Trials into Triumph,Ryan Holiday,"Holiday, Ryan",,"=""1591846358""","=""9781591846352""",2,4.15,Portfolio,Hardcover,201,2014,2014,2025/07/26,2025/07/09,,,read,,,,1,0
23463279,Designing Data-Intensive Applications,Martin Kleppmann,"Kleppmann, Martin",,"=""""","=""""",0,4.70,O'Reilly,ebook,562,,2015,,2025/07/12,to-read,to-read (#82),to-read,,,,0,0
55399,"Gardens of the Moon (Malazan Book of the Fallen, #1)",Steven Erikson,"Erikson, Steven",,"=""0765348780""","=""9780765348784""",0,3.94,Tor Books,Mass Market Paperback,666,2005,1999,,2025/07/10,to-read,to-read (#81),to-read,,,,0,0
36454667,"Empire of Silence (The Sun Eater, #1)",Christopher Ruocchio,"Ruocchio, Christopher",,"=""0756413028""","=""9780756413026""",0,3.95,DAW,Kindle Edition,753,2018,2018,,2025/07/10,to-read,to-read (#80),to-read,,,,0,0
77566,"Hyperion (Hyperion Cantos, #1)",Dan Simmons,"Simmons, Dan",,"=""0553283685""","=""9780553283686""",0,4.28,Bantam Doubleday Dell Publishing Group,Mass Market Paperback,500,1990,1989,,2025/07/10,to-read,to-read (#79),to-read,,,,0,0
25499718,"Children of Time (Children of Time, #1)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1447273281""","=""9781447273288""",0,4.30,PanMacmillan,Hardcover,600,2015,2015,,2025/07/10,to-read,to-read (#78),to-read,,,,0,0
18423,The Left Hand of Darkness,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",0,4.10,Ace,Paperback,304,2000,1969,,2025/07/10,to-read,to-read (#77),to-read,,,,0,0
58416952,"The Will of the Many (Hierarchy, #1)",James Islington,"Islington, James",,"=""1982141190""","=""9781982141196""",0,4.58,Gallery / Saga Press,Kindle Edition,639,2023,2023,,2025/07/10,to-read,to-read (#76),to-read,,,,0,0
530415,The Art of Doing Science and Engineering: Learning to Learn,Richard Hamming,"Hamming, Richard",,"=""9056995014""","=""9789056995010""",0,4.18,CRC Press,Paperback,376,1997,1996,,2025/07/06,to-read,to-read (#75),to-read,,,,0,0
1166599,"The Gathering Storm (The Wheel of Time, #12)",Robert Jordan,"Jordan, Robert",Brandon Sanderson,"=""0765302306""","=""9780765302304""",5,4.44,Tor Books,Hardcover,824,2009,2009,2025/06/24,2025/06/24,,,read,,,,1,0
36216607,"QualityLand (QualityLand, #1)",Marc-Uwe Kling,"Kling, Marc-Uwe",,"=""3550050232""","=""9783550050237""",0,4.11,Ullstein,Hardcover,384,2018,2017,,2025/05/15,to-read,to-read (#74),to-read,,,,0,0
208430658,Blood Over Bright Haven,M.L. Wang,"Wang, M.L.",,"=""0593873351""","=""9780593873359""",0,4.33,Del Rey,Hardcover,428,2024,2023,,2025/05/11,to-read,to-read (#73),to-read,,,,0,0
54493401,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""0593135202""","=""9780593135204""",0,4.51,Ballantine Books,Hardcover,476,2021,2021,,2025/05/11,to-read,to-read (#72),to-read,,,,0,0
24500281,La Segunda Guerra Mundial contada para escépticos,Juan Eslava Galán,"Galán, Juan Eslava",,"=""8408135309""","=""9788408135302""",4,4.41,Planeta ,Paperback,750,2015,2014,2025/04/21,2025/04/21,,,read,,,,1,0
375802,"Ender’s Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott",,"=""0812550706""","=""9780812550702""",0,4.31,Tor,Mass Market Paperback,324,2004,1985,,2025/04/08,to-read,to-read (#71),to-read,,,,0,0
124950497,Ikigai: The Japanese Secret to a Long and Happy Life,Héctor  García,"García, Héctor",Francesc Miralles,"=""""","=""""",3,3.69,,Unknown Binding,208,2017,2016,2025/04/06,2025/04/06,,,read,,,,1,0
58275959,"Active Inference: The Free Energy Principle in Mind, Brain, and Behavior",Thomas  Parr,"Parr, Thomas","Giovanni Pezzulo, Karl J. Friston","=""0262045354""","=""9780262045353""",0,4.20,The MIT Press,Hardcover,312,2022,,,2025/03/25,to-read,to-read (#70),to-read,,,,0,0
24113,"Gödel, Escher, Bach: An Eternal Golden Braid",Douglas R. Hofstadter,"Hofstadter, Douglas R.",,"=""0465026567""","=""9780465026562""",0,4.29,Basic Books,Paperback,777,1999,1979,,2025/03/25,to-read,to-read (#69),to-read,,,,0,0
426504,Ficciones,Jorge Luis Borges,"Borges, Jorge Luis","Anthony Kerrigan, Anthony Bonner","=""0802130305""","=""9780802130303""",0,4.40,Grove Press,Paperback,174,1994,1944,,2025/02/21,to-read,to-read (#68),to-read,,,,0,0
11324722,The Righteous Mind: Why Good People Are Divided by Politics and Religion,Jonathan Haidt,"Haidt, Jonathan",,="=""",="=""",5,4.19,Pantheon,Hardcover,419,2012,2012,2025/02/09,2022/11/19,,,read,,,,1,0
13888,"Knife of Dreams (The Wheel of Time, #11)",Robert Jordan,"Jordan, Robert",,"=""0812577566""","=""9780812577563""",5,4.20,Tom Doherty Associates,Mass Market Paperback,860,2006,2005,2025/01/25,2025/01/25,,,read,,,,1,0
54870256,There Is No Antimemetics Division,qntm,"qntm, qntm",Sam  Hughes,"=""""","=""""",0,4.10,,Kindle Edition,220,2020,2020,,2024/12/06,to-read,to-read (#67),to-read,,,,0,0
44659,"Pawn of Prophecy (The Belgariad, #1)",David Eddings,"Eddings, David",,"=""0345468643""","=""9780345468642""",0,4.16,Del Rey,Paperback,304,2004,1982,,2024/11/28,to-read,to-read (#66),to-read,,,,0,0
6371455,From Eternity to Here: The Quest for the Ultimate Theory of Time,Sean Carroll,"Carroll, Sean",,"=""0525951334""","=""9780525951339""",0,4.06,Dutton Adult,Hardcover,447,2010,2009,,2024/10/01,to-read,to-read (#65),to-read,,,,0,0
13587145,The Theoretical Minimum: What You Need to Know to Start Doing Physics (Theoretical Minimum #1),Leonard Susskind,"Susskind, Leonard",George Hrabovsky,"=""046502811X""","=""9780465028115""",0,4.15,Basic Books,Hardcover,256,2013,2013,,2024/09/21,to-read,to-read (#64),to-read,,,,0,0
58100655,The Insect Crisis: The Fall of the Tiny Empires That Run the World,Oliver Milman,"Milman, Oliver",,"=""1324006595""","=""9781324006596""",0,4.11,W. W. Norton & Company,Hardcover,272,2022,2022,,2024/09/21,to-read,to-read (#63),to-read,,,,0,0
30174666,El pequeño libro para invertir con sentido común,John C. Bogle,"Bogle, John C.",Gustavo Teruel Prieto,"=""8423425401""","=""9788423425402""",4,4.15,Deusto,Hardcover,280,2016,2007,2024/09/21,2024/09/21,,,read,,,,1,0
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",4,4.33,Vintage,Paperback,512,2015,2011,2019/02/15,2019/02/16,,,read,,,,1,0
113435,"Crossroads of Twilight (The Wheel of Time, #10)",Robert Jordan,"Jordan, Robert",,"=""0312864590""","=""9780312864590""",4,3.77,Tor Fantasy,Hardcover,704,2003,2003,2024/09/15,2024/09/15,,,read,,,,1,0
25486554,SDI Open Water Scuba Diver Manual,Katie Schickel,"Schickel, Katie","Steve Lewis, Lynn Hendrickson, Doug Arnberg, Harry Averill, Bret Gilliam, Sean Harrison","=""1931451087""","=""9781931451086""",3,4.00,International Training,Paperback,112,2010,2010,2024/07/31,2024/09/14,,,read,,,,1,0
3828902,Thinking In Systems: A Primer,Donella H. Meadows,"Meadows, Donella H.",Diana Wright,"=""1603580557""","=""9781603580557""",3,4.18,Chelsea Green Publishing,Paperback,218,2008,2008,2024/08/15,2024/09/14,,,read,,,,1,0
42398639,El pescador,John  Langan,"Langan, John","Alberto Chessa, Rafael Martín Coronel","=""849492320X""","=""9788494923203""",0,3.83,Biblioteca de Carfax,Paperback,364,2018,2016,,2024/08/15,to-read,to-read (#62),to-read,,,,0,0
25374092,La llamada de Chtulhu,H.P. Lovecraft,"Lovecraft, H.P.",,"=""8898006438""","=""9788898006434""",4,4.01,Greenbooks Editore,Kindle Edition,68,2014,1928,2020/10/21,2020/10/21,,,read,,,,1,0
33124137,Pet Sematary,Stephen  King,"King, Stephen",,"=""""","=""""",0,4.08,Scribner,Kindle Edition,580,2014,1983,,2024/06/26,to-read,to-read (#61),to-read,,,,0,0
6288,The Road,Cormac McCarthy,"McCarthy, Cormac",,"=""0307265439""","=""9780307265432""",0,4.00,Alfred A. Knopf,Hardcover,241,2006,2006,,2024/06/26,to-read,to-read (#60),to-read,,,,0,0
52397,"Parable of the Sower (Earthseed, #1)",Octavia E. Butler,"Butler, Octavia E.",,"=""0446675504""","=""9780446675505""",0,4.19,Grand Central Publishing,Paperback,345,2000,1993,,2024/06/26,to-read,to-read (#59),to-read,,,,0,0
944073,"The Blade Itself (The First Law, #1)",Joe Abercrombie,"Abercrombie, Joe",,"=""0575079797""","=""9780575079793""",0,4.22,Gollancz,Paperback,515,2007,2006,,2024/06/26,to-read,to-read (#58),to-read,,,,0,0
64222,"Going Postal (Discworld, #33; Moist von Lipwig, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0060502932""","=""9780060502935""",0,4.41,HarperTorch,Mass Market Paperback,394,2005,2004,,2024/06/26,to-read,to-read (#57),to-read,,,,0,0
39329210,Vers la beauté,David Foenkinos,"Foenkinos, David",,"=""2072784875""","=""9782072784873""",0,4.17,Gallimard,Paperback,224,2018,2018,,2024/06/25,to-read,to-read (#56),to-read,,,,0,0
12361040,Les Souvenirs,David Foenkinos,"Foenkinos, David",,"=""2070134598""","=""9782070134595""",0,3.72,Gallimard,Paperback,272,2011,2011,,2024/06/25,to-read,to-read (#55),to-read,,,,0,0
13891,"Winter's Heart (The Wheel of Time, #9)",Robert Jordan,"Jordan, Robert",,"=""081257558X""","=""9780812575583""",4,3.97,Tor Fantasy,Mass Market Paperback,780,2002,2000,2024/06/15,2024/06/18,,,read,,,,1,0
31670196,"Scale: The Universal Laws of Growth, Innovation, Sustainability, and the Pace of Life in Organisms, Cities, Economies, and Companies",Geoffrey B. West,"West, Geoffrey B.",,"=""1594205582""","=""9781594205583""",0,4.11,Penguin Press,Hardcover,481,2017,2017,,2024/05/22,to-read,to-read (#54),to-read,,,,0,0
33514,The Elements of Style,William Strunk Jr.,"Jr., William Strunk",E.B. White,"=""""","=""""",0,4.18,Allyn & Bacon,Hardcover,105,1999,1918,,2024/05/19,to-read,to-read (#53),to-read,,,,0,0
82005192,How Migration Really Works: A Factful Guide to the Most Divisive Issue in Politics,Hein de Haas,"Haas, Hein de",,"=""024199876X""","=""9780241998762""",0,4.36,Penguin,Kindle Edition,436,2023,2023,,2024/05/18,to-read,to-read (#52),to-read,,,,0,0
42639871,Siddharta,Hermann Hesse,"Hesse, Hermann",,"=""9502531329""","=""9789502531328""",4,4.08,MEXICANOS UNIDOS,Paperback,152,2000,1922,2019/07/06,2019/07/06,,,read,,,,1,0
3636,"The Giver (Giver, #1)",Lois Lowry,"Lowry, Lois",,="="0385732554"",="="9780385732550"",4,4.12,Ember,Paperback,208,2006,1993,2020/05/25,2019/09/04,,,read,,,,1,0
34517195,"El cuento de la criada (El cuento de la criada, #1)",Margaret Atwood,"Atwood, Margaret",Elsa Mateo Blanco,"=""""","=""""",4,4.15,Salamandra,Paperback,416,2017,1985,2019/08/29,2019/03/13,,,read,,,,1,0
8556291,Cities for People,Jan Gehl,"Gehl, Jan",,"=""""","=""""",0,4.35,Island Press,Hardcover,285,2010,2010,,2024/03/23,to-read,to-read (#51),to-read,,,,0,0
140974,"The Path of Daggers (The Wheel of Time, #8)",Robert Jordan,"Jordan, Robert",,"=""0812550293""","=""9780812550290""",4,3.93,Tor Books,Mass Market Paperback,685,1999,1998,2024/03/17,2024/03/17,,,read,,,,1,0
106728,The Timeless Way of Building,Christopher W. Alexander,"Alexander, Christopher W.",,"=""0195024028""","=""9780195024029""",0,4.37,Oxford University Press,Hardcover,552,1979,1978,,2024/02/18,to-read,to-read (#50),to-read,,,,0,0
16080337,"Trono de cristal (Trono de cristal, #1)",Sarah J. Maas,"Maas, Sarah J.",Diego de los Santos Domingo,"=""8420403679""","=""9788420403670""",0,4.19,Alfaguara,Paperback,512,2012,2012,,2024/01/22,to-read,to-read (#49),to-read,,,,0,0
61228406,"El imperio del vampiro (El imperio del vampiro, #1)",Jay Kristoff,"Kristoff, Jay","Bon Orthwick, Laura Naranjo","=""8418440570""","=""9788418440571""",0,4.33,Nocturna,Paperback,944,2022,2021,,2024/01/22,to-read,to-read (#48),to-read,,,,0,0
77197,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,"Hobb, Robin",,"=""055357339X""","=""9780553573398""",0,4.19,Spectra Books,Mass Market Paperback,435,1996,1995,,2024/01/19,to-read,to-read (#47),to-read,,,,0,0
13890,"A Crown of Swords (The Wheel of Time, #7)",Robert Jordan,"Jordan, Robert",,"=""0812550285""","=""9780812550283""",4,4.07,Tor Books,Mass Market Paperback,880,1997,1996,2024/01/13,2024/01/13,,,read,,,,1,0
8036604,A People's History of Quebec,Jacques Lacoursière,"Lacoursière, Jacques",Robin Philpot,"=""098124050X""","=""9780981240503""",0,3.46,AmazonUs/INDPB,Paperback,210,2009,2002,,2023/12/10,to-read,to-read (#46),to-read,,,,0,0
35231,"Lord of Chaos (The Wheel of Time, #6)",Robert Jordan,"Jordan, Robert",,"=""0812513754""","=""9780812513752""",4,4.20,Tom Doherty Associates,Mass Market Paperback,1011,1995,1994,2023/10/17,2023/10/17,,,read,,,,1,0
20518872,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,"Cixin, Liu",Ken Liu,"=""""","=""""",0,4.08,Tor Books,Hardcover,472,2014,2006,,2023/09/21,to-read,to-read (#45),to-read,,,,0,0
24984035,Map and Territory,Eliezer Yudkowsky,"Yudkowsky, Eliezer",,"=""""","=""""",5,4.16,,ebook,194,,2015,2023/09/04,2023/09/04,,,read,,,,1,0
483055,Theory of Games and Economic Behavior,John von Neumann,"Neumann, John von","Oskar Morgenstern, Ariel Rubinstein, Harold William Kuhn","=""0691130612""","=""9780691130613""",0,4.17,Princeton University Press,Paperback,776,2007,1944,,2023/08/14,to-read,to-read (#44),to-read,,,,0,0
13895,"The Fires of Heaven (The Wheel of Time, #5)",Robert Jordan,"Jordan, Robert",,"=""1857232097""","=""9781857232097""",4,4.20,Orbit,Paperback,912,1994,1993,2023/08/14,2023/08/14,,,read,,,,1,0
61535,The Selfish Gene,Richard Dawkins,"Dawkins, Richard",,"=""0199291152""","=""9780199291151""",0,4.16,Oxford University Press,Paperback,360,2006,1976,,2023/08/11,to-read,to-read (#43),to-read,,,,0,0
19236628,Economía básica: Un manual de economía escrito desde el sentido común,Thomas Sowell,"Sowell, Thomas",Javier El-Hage,"=""842341583X""","=""""",0,4.37,Deusto,Kindle Edition,974,2013,2000,,2023/07/31,to-read,to-read (#42),to-read,,,,0,0
136068366,"Alergia, la nueva epidemia: Una guía para entender, prevenir y combatir las enfermedades alérgicas (Alienta) (Spanish Edition)",Paula Ribó,"Ribó, Paula",,"=""8413442532""","=""9788413442532""",4,4.15,Alienta Editorial,Kindle Edition,281,2023,,2023/07/30,2023/07/30,,,read,,,,1,0
75515,La plaça del Diamant,Mercè Rodoreda,"Rodoreda, Mercè",,"=""8485952316""","=""9788485952311""",4,3.83,Club Editor Kapel,Paperback,159,1984,1962,2023/07/27,2023/07/27,,,read,,,,1,0
7624,Lord of the Flies,William Golding,"Golding, William",,"=""0140283331""","=""9780140283334""",3,3.70,Penguin Books ,Paperback,182,1999,1954,2019/07/08,2019/05/05,,,read,,,,1,0
42525600,Breves respuestas a las grandes preguntas,Stephen W. Hawking,"Hawking, Stephen W.",David Jou i Mirabent,"=""8491990585""","=""9788491990581""",4,4.26,Editorial Crítica,Kindle Edition,201,2018,2018,2019/01/25,2019/01/25,,,read,,,,1,0
6484266,Hacia rutas salvajes,Jon Krakauer,"Krakauer, Jon",Albert Freixa i Vidal,"=""8498721628""","=""9788498721621""",4,4.02,ZETA BOLSILLO,Hardcover,288,2009,1996,2019/09/29,2019/09/29,,,read,,,,1,0
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""0060935464""","=""9780060935467""",4,4.26,Harper Perennial Modern Classics ,Paperback,323,2006,1960,2019/03/19,2018/12/19,,,read,,,,1,0
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",4,3.80,Back Bay Books,Paperback,277,2001,1951,2019/07/26,2019/07/26,,,read,,,,1,0
385228,On Liberty,John Stuart Mill,"Mill, John Stuart",,"=""""","=""""",4,3.96,Penguin Classics,Paperback,187,1985,1859,2019/06/01,2019/02/25,,,read,,,,1,0
6882,Papillon,Henri Charrière,"Charrière, Henri",,"=""0061120669""","=""9780061120664""",4,4.23,William Morrow Paperbacks,Paperback,544,2006,1969,2020/03/02,2019/12/25,,,read,,,,1,0
2166416,La ladrona de libros,Markus Zusak,"Zusak, Markus",Laura Martín de Dios,"=""030739199X""","=""9780307391995""",4,4.39,Random House Mondadori,Paperback,531,2008,2005,2019/09/22,2019/09/22,,,read,,,,1,0
6596,The Four Agreements: A Practical Guide to Personal Freedom,Miguel Ruiz,"Ruiz, Miguel",Janet Mills,"=""1878424505""","=""9781878424501""",2,4.19,Amber-Allen Publishing,Hardcover,152,2001,1997,2023/05/28,2023/05/05,,,read,,,,1,0
9539,"The Shadow Rising (The Wheel of Time, #4)",Robert Jordan,"Jordan, Robert",,"=""0812513738""","=""9780812513738""",5,4.29,Tom Doherty Tor Fantasy,Mass Market Paperback,1007,1993,1992,2023/05/21,2023/05/21,,,read,,,,1,0
17934530,"Annihilation (Southern Reach, #1)",Jeff Vandermeer,"Vandermeer, Jeff",,"=""0374104093""","=""9780374104092""",0,3.80,"Farrar, Straus and Giroux",Paperback,195,2014,2014,,2023/05/08,to-read,to-read (#41),to-read,,,,0,0
51475489,La supèrbia,Jordi Graupera,"Graupera, Jordi",,"=""8417796282""","=""9788417796280""",4,3.76,Fragmenta,Paperback,88,2020,2020,2023/04/23,2023/02/16,,,read,,,,1,0
26848378,Sé amable contigo mismo,Kristin Neff,"Neff, Kristin",,"=""8497546075""","=""9788497546072""",3,4.13,Ediciones Oniro,Kindle Edition,336,2012,2011,2023/04/14,2023/05/01,,,read,,,,1,0
17800,Dance Dance Dance,Haruki Murakami,"Murakami, Haruki",Alfred Birnbaum,"=""0099448769""","=""9780099448761""",4,4.04,Vintage,Paperback,393,2002,1988,2022/10/21,2023/02/28,,,read,,,,1,0
